Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9316836734693877,0.9740680085863931,0.9630035313722808
visa_capsules,0.8919959243745047,0.9882749357275197,0.9772833004002531
visa_cashew,0.941340206185567,0.9961167941412629,0.9928356095976575
visa_chewinggum,0.9700970097009701,0.9859465939417463,0.9778163122285493
visa_fryum,0.8891752577319587,0.9158394118647606,0.878796589373462
visa_macaroni1,0.84890625,0.9728768022764781,0.9607186897050227
visa_macaroni2,0.6050000000000001,0.839225312780336,0.8453717501168566
visa_pcb1,0.8746986715905012,0.9907428098620934,0.9826421052522549
visa_pcb2,0.8121480509540212,0.9236491442488836,0.9041219174117291
visa_pcb3,0.8750651380927565,0.9417541938079367,0.9172957051681382
visa_pcb4,0.8692039800995024,0.888766800333122,0.8241627648526479
visa_pipe_fryum,0.9766,0.9933079452168861,0.9868687555380299
Mean,0.8738261801832641,0.9508807293989516,0.9342430859180735
