Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9619897959183673,0.9891010546767245,0.9840154660257595
visa_capsules,0.9939997735763613,0.9882323263391205,0.9849783044123095
visa_cashew,0.920618556701031,0.7516690347192134,0.7222222563030644
visa_chewinggum,0.96999699969997,0.9788351964727166,0.9745119036526234
visa_fryum,0.9676288659793815,0.8974164389524452,0.8806345509148067
visa_macaroni1,0.9640625,0.9955193994576563,0.9936371230065716
visa_macaroni2,0.9964035087719298,0.9983328860267482,0.9966107815433896
visa_pcb1,0.9787659639944607,0.9891196450828387,0.984939490639216
visa_pcb2,0.9699305669454924,0.9786621506272831,0.9690347451410868
visa_pcb3,0.9942678478374154,0.9968021275784833,0.9924082875285662
visa_pcb4,0.9758706467661692,0.9852190389270751,0.9702520748521949
visa_pipe_fryum,0.9981,0.9686699592263557,0.9612631052982399
Mean,0.9743029188492148,0.9597982715072217,0.9512090074431523
