Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.946734693877551,0.9832812884729223,0.9748701978834353
visa_capsules,0.9672817842182724,0.9909382658854492,0.9827415142097772
visa_cashew,0.9603092783505156,0.9962968777043325,0.9931601593345561
visa_chewinggum,0.9756975697569756,0.9871206965411263,0.9803248440674394
visa_fryum,0.9590721649484536,0.9244834984922699,0.8947532447076645
visa_macaroni1,0.94859375,0.9934231097314542,0.9892886035342078
visa_macaroni2,0.7960526315789475,0.9637687765440933,0.9652752363647711
visa_pcb1,0.9700466738472585,0.9954143897857767,0.991000975768021
visa_pcb2,0.9348860095128751,0.9649518026936283,0.9539419180772829
visa_pcb3,0.978764981761334,0.9778174013634345,0.966010618903616
visa_pcb4,0.9370149253731344,0.9105318172322419,0.8637908051346253
visa_pipe_fryum,0.9877,0.9921037350882429,0.9845721188953488
Mean,0.9468462052687764,0.9733443049612477,0.9616441864067288
