Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,0.9992063492063492,0.9700126539082586,0.959720823999735
mvtec_cable,0.8800599700149925,0.9494046174724329,0.9353397374913918
mvtec_capsule,0.7122058236936578,0.9661371917176306,0.9609100928451085
mvtec_carpet,0.5621990369181381,0.8385512608694558,0.8543270276761237
mvtec_grid,0.6198830409356725,0.7663131478854338,0.7647755816374122
mvtec_hazelnut,0.9442857142857144,0.9868555036681739,0.9804631017513393
mvtec_leather,0.9684103260869565,0.9873087260291716,0.9830266541445102
mvtec_metal_nut,0.9525904203323557,0.9759963888375242,0.9699642334836593
mvtec_pill,0.886252045826514,0.9670607913705611,0.9627095416439643
mvtec_screw,0.6495183439229353,0.8709412204307863,0.8704663652553624
mvtec_tile,0.9844877344877346,0.9679027036996835,0.9563692123277344
mvtec_toothbrush,1.0,0.9757338483396549,0.9659795301134174
mvtec_transistor,0.9220833333333334,0.9750751519006094,0.9394607570677831
mvtec_wood,0.862280701754386,0.8770498513534547,0.8545841676032064
mvtec_zipper,0.9453781512605042,0.9541741509839688,0.9426387709203008
Mean,0.859256066137283,0.9352344805644534,0.9267157065307365
