Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9117857142857143,0.9870519612910534,0.9791834651657499
visa_capsules,0.8739952451035888,0.9729315032527844,0.9643048172941076
visa_cashew,0.8958762886597939,0.9886817263357743,0.9823706641496625
visa_chewinggum,0.9831983198319831,0.9911255374099106,0.9859737163458713
visa_fryum,0.9480412371134022,0.9335211718140853,0.9036834060911976
visa_macaroni1,0.9571354166666667,0.994617952302157,0.9909214733258258
visa_macaroni2,0.6781578947368422,0.8996309245349868,0.9138068848401933
visa_pcb1,0.9377340103605684,0.986286528922936,0.9789837076038946
visa_pcb2,0.9137280629817943,0.9467346660538456,0.9366502163509923
visa_pcb3,0.9598749348619072,0.9723588256830733,0.9612388964704427
visa_pcb4,0.9466169154228855,0.9482126418817388,0.9125346361445607
visa_pipe_fryum,0.9822,0.9886493363543148,0.9789757553422338
Mean,0.9156953366687622,0.9674835646530552,0.9573856365937276
