Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9475,0.9834151361288831,0.9749756410680301
visa_capsules,0.959017321408355,0.9912514070966416,0.9834466575543049
visa_cashew,0.958659793814433,0.9962655413331197,0.9931495502249305
visa_chewinggum,0.9765976597659766,0.9873587434497655,0.9806083308715327
visa_fryum,0.9578350515463918,0.9252614120364263,0.8962648925154099
visa_macaroni1,0.9481249999999999,0.9930480890982368,0.9888400955236575
visa_macaroni2,0.7967543859649123,0.9587700249285893,0.9610040192056658
visa_pcb1,0.9682515258757759,0.9953316401549639,0.9907992752850008
visa_pcb2,0.933546552949538,0.9655454202445354,0.9548593079500047
visa_pcb3,0.978764981761334,0.97768987711624,0.9660771141550725
visa_pcb4,0.9355223880597014,0.9098831429779537,0.8632003640369812
visa_pipe_fryum,0.9873999999999999,0.992061790316207,0.9845079182230977
Mean,0.9456645550955348,0.9729901854067968,0.9614777638844741
