Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9489795918367346,0.9857621165481449,0.9776209876196198
visa_capsules,0.9709045624363184,0.9925717426811546,0.9856803249066531
visa_cashew,0.9623711340206186,0.9964114877746881,0.9934754837413816
visa_chewinggum,0.97999799979998,0.987096371755988,0.9801272950202143
visa_fryum,0.9579381443298969,0.9202064121709461,0.8889301271389654
visa_macaroni1,0.9511979166666668,0.9932636718842035,0.9892000817112745
visa_macaroni2,0.7987719298245614,0.9525537261442364,0.9534367982776242
visa_pcb1,0.9715853721085296,0.9951384515442864,0.9907665436015708
visa_pcb2,0.9392597452298945,0.9729821472278047,0.9622549054641183
visa_pcb3,0.9801980198019802,0.9810957476439134,0.9698823820349911
visa_pcb4,0.9364179104477612,0.9150261873083031,0.8687703545059478
visa_pipe_fryum,0.9856,0.9930275328191365,0.9863914381328314
Mean,0.9486018605419116,0.9737612996252337,0.9622113935129325
