Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,1.0,0.981725859703945,0.9753948523203543
mvtec_cable,0.964767616191904,0.9799923291945458,0.9708481570782187
mvtec_capsule,0.8988831272437176,0.9856194748936189,0.9828225563685775
mvtec_carpet,0.6452648475120386,0.8878878120122254,0.8983322250567563
mvtec_grid,0.6223893065998329,0.8211108936402959,0.8192985649126343
mvtec_hazelnut,0.9889285714285715,0.9888852117584043,0.9828697268441908
mvtec_leather,0.9772418478260869,0.9912086868622036,0.9882211194202183
mvtec_metal_nut,0.9868035190615836,0.9808668596902222,0.9756622857408697
mvtec_pill,0.9363066012002181,0.981068130206164,0.9783516433733659
mvtec_screw,0.726890756302521,0.977563564722632,0.9757481806237135
mvtec_tile,0.9909812409812411,0.9715176351312207,0.9615715098620269
mvtec_toothbrush,1.0,0.9833114031181981,0.976541246655996
mvtec_transistor,0.98,0.9778067415568085,0.943736421876874
mvtec_wood,0.9153508771929826,0.9032117110052892,0.8843963990119456
mvtec_zipper,0.953781512605042,0.9698115448296785,0.9620651399688946
Mean,0.9058393216097161,0.9587725238883635,0.9517240019409757
