Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9495408163265305,0.9835131817518009,0.9751191087833294
visa_capsules,0.9564134495641345,0.9916596205339429,0.9840546936189957
visa_cashew,0.9625773195876289,0.9963196610857669,0.9932080530837244
visa_chewinggum,0.977997799779978,0.9865540864385957,0.9798833740979868
visa_fryum,0.9564948453608247,0.9257657354284753,0.8961849609572338
visa_macaroni1,0.9471875000000001,0.9936385542253461,0.989654166432307
visa_macaroni2,0.7967543859649122,0.9608672203694164,0.9629400521490291
visa_pcb1,0.9679437862235216,0.9954139523707887,0.9910970597961793
visa_pcb2,0.9320430812968126,0.965748580282519,0.9549073594013645
visa_pcb3,0.9824127149557061,0.9778008057027214,0.9660866050169298
visa_pcb4,0.935273631840796,0.9105174533380007,0.8639684507135031
visa_pipe_fryum,0.9874,0.9922247994632477,0.9847949144095466
Mean,0.9460032775750703,0.9733353042492183,0.9618248998716775
