Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.8198979591836735,0.9690373362469186,0.9620210138237275
visa_capsules,0.8455790784557907,0.9729951951184207,0.9661219524681157
visa_cashew,0.8970103092783505,0.9793010983125352,0.9725286968962948
visa_chewinggum,0.9625962596259626,0.9891640496095168,0.9846207087974017
visa_fryum,0.9292783505154639,0.9064874171861688,0.8849914100922488
visa_macaroni1,0.9238541666666666,0.9839573469898519,0.9802872117185465
visa_macaroni2,0.7157894736842104,0.8715876128698821,0.8759608534132712
visa_pcb1,0.9394778683900087,0.9812795190916962,0.9747711208114433
visa_pcb2,0.8784101470668635,0.9383656962923934,0.9301438523049449
visa_pcb3,0.9443720687858259,0.9573626115260812,0.9447614548198401
visa_pcb4,0.9415422885572139,0.9118949218555563,0.8695110847565144
visa_pipe_fryum,0.9677,0.9843543344325557,0.9752120788124574
Mean,0.8971256641841693,0.9538155949609647,0.9434109532262339
