Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.7164285714285714,0.8756288466942498,0.8555083202989365
visa_capsules,0.6402425331237369,0.6229338471353906,0.6147180868224421
visa_cashew,0.7118556701030927,0.7043540801195518,0.6915517523908358
visa_chewinggum,0.6702317290552584,0.816390884530507,0.7992792378863794
visa_fryum,0.7849484536082474,0.6964754580873236,0.6684693680711039
visa_macaroni1,0.45677083333333335,0.717184885642826,0.7121869691638131
visa_macaroni2,0.3942105263157895,0.6407198912620156,0.6243223440225585
visa_pcb1,0.6117689088496479,0.8592463402422565,0.8422706081568351
visa_pcb2,0.6534109454901533,0.7787510226313233,0.7454762587962201
visa_pcb3,0.6130797290255341,0.84979903555832,0.829189598170644
visa_pcb4,0.6365346534653465,0.7575732127283055,0.6978365603092852
visa_pipe_fryum,0.642,0.9539129736105488,0.9456248052157168
Mean,0.6276235461498928,0.7727475398535516,0.7522028257753975
