Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
visa_candle,0.9487755102040817,0.9842443110645825,0.9760606009293618
visa_capsules,0.959017321408355,0.9903799012746651,0.9832021658372521
visa_cashew,0.9578350515463918,0.9962053048684986,0.9930685875599932
visa_chewinggum,0.9776977697769776,0.9868555905811565,0.9801467966738286
visa_fryum,0.9571134020618557,0.9252493380124768,0.8967004509225573
visa_macaroni1,0.9501041666666667,0.9930589248938055,0.9889557482930279
visa_macaroni2,0.7894736842105262,0.9662154451802706,0.96722202883406
visa_pcb1,0.9715853721085296,0.9952898673414688,0.990935646789837
visa_pcb2,0.9299108851347658,0.9658900734804948,0.9552712169956581
visa_pcb3,0.9798071912454404,0.9781286121128051,0.9665868355744344
visa_pcb4,0.9370646766169154,0.9123986458495678,0.8665541483521371
visa_pipe_fryum,0.9882,0.992256349501335,0.9848489181155221
Mean,0.9455487525817089,0.9738476970134272,0.9624627620731392
